stemmed,label
saee,netral
aplikasi serba bisa sangat butuh kan kecepatn kerja hari hari,positif
bisa order jarak jauh,netral
good,netral
apk bisa top up indomart kan jdi bingung klo mau beli tiket dri gojek mana kan bom punya ktp maupun mbanking jdi mohon teliti lgi terimakasih,positif
sangat bantu masyarakat,positif
keren,netral
gojek keren sangat bantu kami,positif
ok,netral
pesan gojek makin mahalbanyak tambah biaya banding layan pesan makan lama datang,netral
payah banget skrg semua buat serba bayar mau kirim gopay sama guna gojek aja harus upgrade gopay pluss dulu layan makin buruk,negatif
bagus sangat bantu,positif
transfer jam malam sampai jam siang belum masuk sudah chat cs tetapi suruh hubung bank kait bank kait juga belum terima dana masuk eh pihak gojek malah lempar masalah bank kait lagi,positif
layan mantap,positif
tambah ra cetho,netral
sangat bantu kalau mau pergi buat aku gak bisa kendara motor,positif
promo nya pertahankandan biaya tolong agar bisa saing maximkarena maxim masih lebih murah,netral
the perfect apps,netral
sikap driver sopan waktu jg cepat,positif
yg selalu langgan malah gak pernah kasi promo edan benerrrr dah tim gofood juga selalu ngajakin teman pakai gojek n jelasin cara pakai gojek n rela ngisi gopay tiap waktu n tiap saat buat temen mau isi gopay free admin malah dikasampingkan edan tim gofood gak etis n gak ada simbiosis mutualisme nya tunggu sampai beberapa minggu gak ada dapat voucher n promo akan uninstal n ajak tmen lain jg uninstal hpnya,netral
mantap,positif
hp ada pilih quick login padahal hp ada fingerprint,netral
goodjob,netral
cakep,netral
ramahbaik ceria,positif
sangat bantu,positif
sangat bantu,positif
cukup bintang yg bicara keren,netral
tepat waktu,netral
bintang satu pantas buat gojek hari bikin susah sama aplikasi kena omel posisi darurat,netral
aman nyaman,netral
apa si gak bisa daftar kode otp nya gak kirim,netral
aplikasi bagus cuma versi baru jika hp setting font besar tombol upgrade go pay pop up akan tutup tetap karya,positif
top markotop all the best,positif
ok bos,netral
sangat mudah paham erti,netral
ok,netral
aplikasi yg beri mudah era digital sekarang mantab,netral
nice,netral
lebih gampang cari makan susah lagi cari kendara,netral
males banget ni fitur jelas banget lagi milih titik jemput tempat duduk malah suruh nyebrang lucu banget males banget fiturnya aneh banget pen jemput sini malah suruh sana dlu aneh nih,netral
sangat bagus bantu,positif
gagah,netral
kecewa gopay tdk bisa guna,negatif
keren banget sukses terus gojeg,netral
sangat puas guna aplikasi gojek saat,positif
drivernya ok,netral
bagus keren dah yg penting baguss,positif
aplikasi ter aneh gopay tiba tiba blokir gak buat aktivitas yg aneh aplikasi macam apa,negatif
bagus,positif
jalan senang,netral
ok bingit,netral
aplikasi gajelas,netral
mantap segala nya bisa cepat,positif
baik lupa,positif
apa paylater yg beku permanen bisa buka kembali,netral
baik,positif
guna gojek banyak app yg baik apa yg lain kalau sudah punya gojek,positif
keren,netral
verry good,netral
good,netral
oke,netral
gaassssssss,netral
ok,netral
driver cepat tanggap,positif
excellent,netral
gojek aplikasi transportasi pioner dgn sistem byr digital dgn bagai fasilitas nya mnjdkan gojek sll depan,netral
mantab bisa berkah aamiin,netral
pergi mana aja aman tanpa mikirin minyak parkir,netral
sangat sangat bagus rekomendasi banget,positif
good,netral
hhebaaaat,netral
bagus,positif
manjiw,netral
gopay later gak bisa pakai lagi padahal sudah bayar sudah gak bikin nyaman,netral
cepat,positif
alhamdulillah udah tahun pakai aplikasi gojek masyaallah tabaraakallah,netral
uma kode transaksi tari lama tunggu sudah satu hari,netral
awal sih bagus aplikasinyatapi waktu mau coba isi gopaymalah ada tulis gopay blokirsudah lapor aplikasi tapi ada tulis kamu deteksi bayar wajarpadahal belum pernah sekalipun pakaiselama bayar tunaibelum pernah bayar pake gopay bahkan belum pernah disi kenapa tiba blok tanpa alas jelasdan sudah coba masuk kode voucher tapi tulis kode voucher sudah habis padahal teman juga saat pakai tolong bantu nya mitra,positif
kenapaya saat ingin top up gopaypilihan top up indomaret dll selalu hilang buat harus uninstall install lagi baru ada kenapa,positif
mengapa saat transaksipemberitahuan sinyal errorpadahal belum update masih normal pernah jadi error sinyal walaupun sinyal bagus,netral
top aplikasi,positif
aplikasi bisa buka knp ka,netral
bantu,positif
ok,netral
sangat bantu,positif
keren cepat komunikasi lancar,positif
mksh gojek,netral
mantap,positif
kode verifikasi aja gak bisa lo link nya malah balik apk,netral
mantap men,positif
kalo bisa kasi bintang kasi gimana mau upgrade gopay plus bisa padahal kamera sudah sangat jernih mana saldo lumayan banyak apa saldo tolong sudah kali kali coba tetap saja hasil bisa buat pihak tolong baik,positif
ongkirnya makin mahal malah ada tambah biaya mesan skrng update yg skrng bisa kirim foto galeri harus realtime foto padahal gue mau fotoin rumah gue by google street masa iya tiap gue sen gue kudu keluar rumah dulu fotoin rumah gue,netral
ok,netral
mengapa saat top up gopay bisa guna metode top up indomaret susah,positif
kenapa gopay kek gin amat sih pakai upgrade gopay plyse segala sudah kali nyoba tetap bisa duit ada dalam lgi butuh malah sulit,netral
mudah cepat,positif
go head gojektingkatkan layan kesejahtraan kemudi utama selamat,netral
berapa kali pun update biasa aja ada yg istimewa,netral
aplikasi jelek,negatif
aplikasi receh,netral
apk knp sih mau uptade gopay plus tolak mulu sya mau transaksi gimn jdi bisa apa lgi akunyh ada saldo rb lgi,netral
ok,netral
sangat sesuai titik,netral
saran catat harus masuk juga resto langgan sering salah masuk request makan situ order lagi resto sama jika masih dalam proses order maka belum selesai orderanya maka harus bisa order lagi kecuali resto yg lain hindar double order,netral
aplikasi sangat guna,netral
nyaman,netral
ramah,netral
aplikasix lalod bgm mau belanja buka aja nunggu lama,netral
aplikasi simple,netral
wajib uninstal udah gitu aja,netral
mantapp,positif
good,netral
keren,netral
akun customer ngg ada ongkir gofood kenapa,netral
gojek ok dech,netral
gabluk sudah bangkrut jgn kirim notifikasi lagi,netral
bantu segala kondisi perlu sayang belum ada vitur transfer tarik tunai lalu kerja sama marchant lain,positif
jelass masa mau hapus kerajang bisa parah ngeselin abis udah bisa hapus beli bisa ideh niat hapus aia apk jelas nyebelin jelek,negatif
selalu hati,netral
makanannua sesuai pesan kirim cepatterimakaaih,positif
fungsional,netral
sejak ada gojek mana lebih mudah,netral
gopay buruk,negatif
sekarang d daerah banjarmasin driver gocar nya sombongsombong sering minta cancel,netral
bagusss,positif
asli kacau banget nyari driver susah banget pdhl buat pulang rumah sakit udah x dapet dicancel begitu aja parah,negatif
aplikasi oke driver oke juga,netral
terimakasih,positif
yayaya,netral
bagus,positif
goodbintang bicara,netral
bagus,positif
ok,netral
mantap,positif
trima ksih,netral
aplikasi lama lama makin bengkak size nya uda gb hampir gb sizenya app apa,netral
hebat cuy,netral
mudah jangkau moga depan makin baik lebih baik lagi,positif
all about new destination more simple,netral
mantap,positif
lot daftar otpnya,netral
jul loading saat masuk aplikasi lama aplikasi bayar qris bilang busuk sudah sangat jengkel apalagi sering jadi depan kasir aplikasi bayar qris via upload image busuk jauh jika banding bank jago bank bca bank bni aplikasi bayar qris busuk sering lama gagal baca kode qris padahal jika guna bank jago bank bca bank bni selalu lancar jd simpul bayar qris via gojek busuk,positif
sangat bantu saat ngk ada kendara,positif
atas semua masalah,netral
wkwkwkwk sampah,netral
ramah sopir baik banget,positif
semenjak update baru bisa buka aplikasi nya,netral
ok pokokna mah,netral
mantap,positif
sanang sangat bantu aplikasi,positif
professional driver,netral
guna baru baru coba aplikasi,netral
langgan maju terus aplikasi jasa buat anak negeri servis udah yg paling percaya tapi promonya udah mulai salip sama lapak belah mantap,positif
jemput agar lebih cepat lagi helm agar jaga bersih utama kaca banyak yg buram,positif
gojek makin ok,netral
udah tahun pakai apk mas ok,netral
top,positif
i love gojek,netral
knpa sy transfer rekening bisa masih proses kemarinkemarin gin hello tolong jelas nya,netral
good,netral
oke sagt guna,netral
layan ramah,netral
i like it,netral
gak jellas sekarang kali masukin pin salah kata pas sudah s ganti salah lagi,netral
sangat bagus,positif
transfer pending mana sudah bayar ada admin transfer bank kondisi lagi urgent malah sulit nunggu beberapa hari parahhhhhhhhhhhh,negatif
pergi mana saja jadi lebih mudah aplikasi,netral
makin mahal makin sepi,netral
ok,netral
kang gojek ny bagus rama,positif
aplikasi sangat bagus,positif
mantap,positif
bagus tunggu lama tingkat terus layan nya terimkasih sudah d kasih promo,positif
mantab,netral
great,netral
sudah bagustapi tolong jika pagi jangan banyak batal jemput,positif
jelek,negatif
good service,netral
bagus,positif
hebat habis update bikin pusing,netral
beli paket telkomsel bayar pake gopay paket belum masuk tapi saldo gopaynya udah potong rugi,netral
ada ganggu,negatif
admind gojek tolong kalau ngasih driver yg jarak dekat jngan jauh merauke pun kasih driver nya malah awak pulak suruh nya nunggu lama xx,netral
makin mahal tarif terlalu sedikit uang yg masuk kantong driver terlalu besar gaji orang kantor gojek turut prihatin potong driver anak bangsa orang atas,netral
kasih bintang daripada bintang pusing kepala,netral
kenapa tiap hari akun gopay plus selalu daftar ulang lagi tiap hari,netral
mudah jalan saran utk driver ojol tetap laku bina masih ada yg naik trotoar lawan arah dll,netral
ok,netral
mantap,positif
ok,netral
gofood diskon ribubelanja kena biaya lain no diskondiskon yg bodoh,netral
mohon dalam beri lokasi driver lebih akurat telah klik order tiba lokasi driver sering ubah,netral
tingkat kualitas layan baik,positif
tolong insentif mudah dalam cair,netral
klo bisa ada gocar rental daerah bal,netral
andal sama,netral
kenapa beli obat harus pake gomed trus halodoc kalok pake halodoc kirim lama bisa sampek hari kenapa gak langsung pake jasa ojek biar beli apotek dekat langsung kirim,netral
bagus,positif
bagus,positif
tingkat kualitas jangkau,netral
ramah nyaman,netral
layan antar jemput nyaman aman crpat sampai,netral
sangat bgus,netral
cukup excited,netral
senang bisa pake aplikasi mudah lewat sulit terimakasih,positif
bgus,netral
sangat baik bantu mudah masyarakat,positif
lambat,negatif
cara liat notivikasi gojek gmnkok gak ad,netral
sangat bantu,positif
mudah,netral
gojek ada jalan ikhtiar dapat kerja tanpa ijazah tetap syukur krn bisa kasik anak kluarga mkn mnum,netral
ok,netral
mantap,positif
sangat bantu meringakan kerja hari hari antar makan jemput ketika ada motor,positif
ada aplikasi gojek sangat bantu mengoder makan saat hujan atau sy mager mkasih google,positif
mantab,netral
sangat bantu pergi,positif
gajelassssssssssss,netral
ok,netral
mantap,positif
sangat jelek,negatif
biar neng aja,netral
good,netral
ok,netral
oke,netral
mudah,netral
bayar pajak pkb lewat aplikasi belum jatuh tempo tapi ketika proses samsat pihak samsat belum terima lapor hasil bayar gojek telah komplen batal memang saldo kembali tapi urus denda bagaimana sangat buruk sekali uninstal,netral
aplikasi lengkap,netral
permisi kenapa layan top up gopay guna indomaret hilang yaa awal nya ada selalu top up gopay metode bayar indomaret kenapa sekarang hilang tolong jawab,positif
verifikasi akun gopay lama banget nunggu tadi notifnya masih registrasi terus,netral
mantul,netral
segala mudah dengn gojek,netral
good job,netral
mudah u segala transaksi,netral
satu masalah selesai gojek,netral
maaf baru bisa kasih ulas rating nya flexibilitas dalam aktivitas,netral
sangat bantu bagi yg waktu batas,positif
godlck,netral
mahal cokk,netral
bagus murah,positif
sangat memabantu aktifitas hari,positif
bagus,positif
aplikasi yg sgt bantu kalo lg dtg laper,positif
bawa mobil kasar,netral
belum ada promo masih pakai yg lain,netral
mohon tingkat lagi,netral
good,netral
good service,netral
buruk pesan goride smpe mnt dapet parahh,negatif
sangat bantu,positif
ok,netral
baik,positif
sesuai ekspektasi,netral
good,netral
gojek makin maha promo nya juga dah jatang,netral
entah kenapa sekarang kalo ambil order sekarang makin jauh aja posisi driver ambil udah gitu drivernya buta map lokasi jemput m lagi driver selalu mutarmutar jelas,netral
top,positif
good,netral
layan bagus muas tepat waktu,positif
driver nya sangat bantu,positif
support,netral
skrg lg banyak promokerenlah,netral
tunggu mau ramah bapak,netral
bagaimana cara nonaktif pin gopay min,netral
coba adakan fitur tambal ban online pasti lebih fleksibel lagi,netral
suka banget naik gojek sngat bantu klo pngen buru alhamdulillah selalu dapat gojek yg ramah n baik moga slalu allah beri sehat pra drivernya,positif
nyamantepat,netral
verifikasi ktp selalu gagal,netral
makasih,netral
aplikasi tipu uang g ilang bisa ditelen untung cuman rb tapi kesel tipu masuk akal aman naruh dana sini,netral
bantu praktis,positif
baguss,positif
pake gopay pinjam bayar nya gak pernah jatuh tempo pas mau pake lagi udah gak bs,netral
aman percaya,netral
sering kecewa gofood gojek salah pesan terus,negatif
sering error tiap sore,negatif
makin mahal gak ada promo ongkir mahal banget,netral
ok,netral
pakai gojek murah nyaman,netral
sangat bantu guna aplikasi yg mudah,positif
cepat aman driver ramah,positif
bisa pake bayar bisa naik motor mobil,netral
lot banget skrng aplikasi kayak dulu lagimungkin karna beda co nya sama yg duluservernya kudu benerin tuh,netral
kurir ny g sabarannn kecewa bngt ap slhny tunggu sbntar posisi ny juga toko lgi rame eh dia mlh mrhin krywan sy depan orng,negatif
oke,netral
jauh lama pake gojek ama,netral
mahal bangetsangat buruk,negatif
muas,netral
lebih efektif menginstal aplikasi ribet harus masuk fesbook,netral
sangat puas,positif
good,netral
kenapa uang belum masuk rekening butuh uang,netral
top dech,positif
bagus sangat bantu,positif
good,netral
aplikasi bagus responnya cepat lama sedikit kendala,positif
sangat bantu,positif
knpa sih sekarang mau masukin alamat tuju bisa yg masuk alamat mulu padahal dlu mh gampang masukin alamat tuju klo mau naik gocar atau yg motor,netral
sangat bagus,positif
mantao,netral
luar biasa,netral
kalau mau laku bayar selalu ada notif internet hubung,netral
aplikasi bagus,positif
layan bagus,positif
aplikasi maps jemput aneh,netral
sekarang aplikasi bisa lihat posisi driver masih blom baik aja posisi drivernya macem mana mo order klo posisi driver lihat,positif
jauh mau aplikasi driverx aman mantapp,positif
baik,positif
iklan gomart kontolll monyet ganggu anjiiing,negatif
klo transaksi transfer tengah malem delay lama parah jam kaga masuk rekening,negatif
kenapa sekarang klo gopay transfer bank sering banget pending g cukup menit bisa jam bahaya banget klo lg butuh buru kacauuu,netral
ok,netral
ok,netral
tarif nya makin mahal nih gojek mikir lagi mau order,netral
okay,netral
dapett kurirrrrr burukk attitudenya dah gitu uang gadikasih kembali nyese bgttt,negatif
gmna nih responnya pihak gojek masalah gopay belum selesai,netral
transportasi,netral
mantap banget,positif
anjiiing setaaaannn,netral
ok,netral
lelet lama banget driver sama aplikasi sama aja lelet makin hari makin parah app nya mau download jangan app sampah,negatif
driver nya rama d sopan,netral
baik,positif
sangat bagus,positif
ok,netral
sangat bagus,positif
sangat mudah pakai,netral
bgusss,netral
sangat mudah kan jalan,netral
selalu bantu utk bagai macam butuh,positif
layan mantap,positif
selalu siap mana mana,netral
malesin iklanya,netral
mau diupdate gabisa gimana dong gabisa instal,netral
mau beli pulsa belum bisa hadeh,netral
mahal banget ongkir sama gofud,netral
kecewa aplikasi gojek suruh d update eh pas update nyata bisa buka,negatif
kamu nanya,netral
kecewa berat sih belanja tengah malam pake gomart karna ada voucher gratis ongkir pas sampe lokasi ada beberapa barang ada padahal aplikasi masih ada stock nya kaya sengaja gitu diadain lalu cara langsung biar voucher gratis ongkit minimal belanja kepake alhasil bayar ongkir bengkak wkwkwk sumpah licik lagi lagi gw pake nih aplikasi titik paling kecewa banget ama aplikasi malem kalo niat ngasih voucher gausah ngasih,negatif
alpikasi sangat bantu banget mau bepergiyan mana repot ribettt terimakasih gojek,positif
mantap layan,positif
bagustak ragu lagi,positif
sngt sulit buat transaksi,netral
bantu sangat,positif
tolong baik sistem transfer transfer contoh rb tar rb suka rubah sendiri tolong kepada pihak gopay sistem aplikasi lebih tingkat lagi banyak kendala mode transfer,positif
apknya bagus sih bnyk promo tpi sngt syngkn gofood bisa lapor toko buat curang karna sering sekali customer jebak beli makan harga mahal datang hanya telur doang saran ikan juga fitur lapor toko masalah jdi agar cutomer lain jebak kali kali,positif
oke,netral
pesan pakai gocar hemat kenapa driver gaada yg mau kalau memang gamau harga murah kenapa hapus aja fitur gocar hemat sama voucher nya sangat kecewa sekali padahal selalu kasih uang lebih driver mau uinstall aja sama butuh kenapa jual mahal,negatif
masalah knp gopay later blokir nya lama biasa gx kaya gin,negatif
mantab,netral
aplikasi yg manfaat,netral
krennn,netral
bolehhh,netral
kecewa kenapa drivernya ganti tiba kirim makan buat suami driver ganti kali yg pertama dua sudah info suami sudah kasih nomor pikir sudah clear tinggal nunggu makan telah cek lagi nyata ganti lagi drivernya makan ntah mana gojek kecewa,negatif
tolong dong kalo order sama d waktu yg sama kasi jeda gak enak klo tiba tiba ada driver yg datang kasi driver harus cancel,netral
mantep nih gaada min topup gopay kaya dana harus driver nya ramah ramah diskon nya gg,positif
sangat bantu perlu keluar rumah,positif
sangat manfaat,netral
sudah lebih baik tapi belum seluruh rambah desa,positif
mantabbb,netral
oke,netral
aplikasi gak jelas tambah larang jarak dekat tambah lagi pasti beli makan kata ada nasi nya eeh sampai lokasi nyata cuman lauk kagak jelas,netral
gojek pasti ada jalan mantap,positif
mantap,positif
sangat bantu,positif
puas sangat susah cari driver tolong luas cari sering telat sekolah ada driver,positif
suka sukabanyakin promo lagi dongg,positif
suka banget sangat bantu,positif
aplikasi bagus usaha keren,positif
sangat bantu,positif
mantap,positif
bagus,positif
jangan beli pulsa gopulsa bisa sial saldo gopay potong tapi pulsa belum masuk,netral
poor cs service,netral
bagus,positif
oke,netral
layan sangat bagus,positif
good job serinh serinh ada promo min,netral
alhamdulillah senang naik gojek,netral
good job,netral
aplikasi nya jelek asu,negatif
gojek banyak bantu,positif
good job,netral
kereen bantu sekali,positif
saldo gopey iso kelong dwe pangan codot po,netral
good,netral
cepathematramah,positif
aplikasi yg sangat bantu transportasi makan online,positif
hapus akun data tutup akun gak bisabisa alas gopay padahal semua sudah kosong,netral
driver nya baik sekali,positif
siiip,netral
sangat mudah guna banyak diskon tolong lebih tingkat lagi,netral
sangat bantu,positif
mantap promo banyakin dong,positif
mudah perjalananthank,netral
oke smua tq pak,netral
bagus,positif
ontime,netral
lancarrr,positif
mantapppp,positif
kenapa yaa rating sering turun naekdri terus naik lagi whayitu dalam hari berubahpdhl belum ada order,netral
mantap,positif
oke,netral
sangat bantu sekali,positif
mantap,positif
mantap,positif
selalu baik senang,positif
mantap,positif
sangat bantu dlm laksana aktivitas,positif
mantap pokok,positif
oke,netral
sudah lama langgan gojek pernah ada masalah diver nya juga ramah baik jemput maupun dalam antar tempat tuju pokok tahun pakai gojek aman baik goride maupun gocar nya trus suka ada promo makin hemat,positif
bagus,positif
gg sih buat tf mana saja enak bagus deh pokok,positif
oke,netral
promonya goride nya tambahin dong,netral
ok,netral
mudah banget,netral
lelet,negatif
bagus,positif
aplikasi baik,positif
ok,netral
ok aplikasi ok promonya,netral
neng banget satu aplikasi bisa buat apa,netral
sangat bantu,positif
bagus,positif
bantu tarnsportasi,positif
alhamdulillah,netral
haloo min boleh tingkat lagi gojek kalo selalu sen goride dapat posisi driver jauh jauh lokasi,netral
overall very good,netral
good,netral
full servis luar dalam,netral
baik,positif
sangat bantu pesan rumah antar sampai rumah ngak usah ribet,positif
gojek very goodbest,netral
bantu langgan yg sedang males keluar n bawa kendara sndr,positif
easy n simpletdk trlalu parah,negatif
suka aplikasi lengkap,positif
sangat kecewa sekali sdh update gojek tapi masih gak bs jg beli kuota pakai gopay padahal isi gopay byk gimana,negatif
oke aja,netral
banyakin promox dong,netral
sekarang gadaa bayarr tunai yahh,netral
ok,netral
tolong aja atau yg lain jugakok hari gabisa transaksi buat beli pulsa yasaya kira karna belum update app tapi pas uda update jg masih sama ajakenapa,netral
ok,netral
cepattt on time,positif
saldo gw ilang ajing tari sama gopay jagan make gopay lagi,netral
membntu,netral
sangat bantu,positif
gak dapat promo lagi kira menyalahgunakan promo padahal akun jarang pakai pakai pun bayar tagih wifi sama listrik doang udah bikin lapor menu bantu tetap aja balas penyalahgunaan promo,positif
ok,netral
top,positif
user friendly depan agar bs pakai negara negara asia,netral
sangat senang,netral
mantaps promo nya ringin aja,positif
tiap hari pakai gojek selalu ada promo tarik tiap layan the best thank you gojek,netral
ok,netral
udah laper malah ganti driver nunggu awal lagi sampe jam,netral
bagus,positif
tetiba potong spotify,netral
good,netral
bagus,positif
kasih bintang dua masalah belum selesai nmr tera atas nmr buat castamer gojek bukan kenapa ditelp aktif mana sih nmr gojek castamer upgrade gopay plus tolak dokumen ktp sendiri muka sendiri ktp sdh aktif capil apa lagi sih alas maksud tulis sesuai tentu tu apa kasih contoh lebih specific contoh gopay tolak belum aktif capil kan jelas kayak gin ena maksud tentu gopay apa,netral
banyakin voucher yg gede donk jgn tanggung,netral
pinjam belum acc,netral
mantap gak susah kalo sen makan,positif
senang,netral
grab belum ad pulau burujadi mau sekolah ribet,netral
oke bngt,netral
ok,netral
ok,netral
top,positif
aplikasi kaya kirek,netral
good,netral
cepat mantap,positif
pesan gofood jarak lebih km proses tunggu nya bisa menit lalu guna langgan gojek apa ingat akun sudah jadi anak sultan,netral
bagus,positif
harga makan rb toko gojek ongkir rb luar biasa jek,netral
mudah hidup sering diskon,netral
is the best,netral
baik,positif
aplikasi yg sangat bantu baik driver atau tumpang,positif
terima kasih aplikasi gojek kirim driver nya cepat tepat lokasi nya bayar nya banyak pilih mudah,positif
very good,netral
ok,netral
very good,netral
bagus manfaat,positif
salah internet terus padahal internet masih ada tolong pihak gojek segera baik,positif
bagus,positif
mantap bagus banget ada kendala,positif
good,netral
very very nice sangat bantu,positif
layan bagus,positif
aplikasi ringan hidup,netral
ok,netral
memeng mantul mi sangat mebantu,positif
baik,positif
mantap,positif
beli pulsa listrik tokennya keluar tapi saat guna kwhnya ada parah sudah x seperti saldo hilang percuma,negatif
keren banget,netral
bikin kesel kemarin sudah update download ulang kali sampai sekarang bisa pakai buat transaksi bayar my telkomsel gimana sih,netral
gojeg ada jakan,netral
oke,netral
sangat bantu,positif
tepat waktu,netral
bagusss bangettttt,positif
saat aku mager gojek selalu ada bantu ku,positif
very good,netral
terimakasih ada nya layan grab bantu banget buat semua orang,positif
nyaman pake gojek,netral
very good transport,netral
ok sempurna,netral
ok,netral
sangat baik,positif
sementara rating turun sering sekali dapat gocar tapi posisi driver gerak sama sekali padahal sudah tunggu sekitar menit mohon perhati pihak kait,netral
males banget klo dapet driver yg bawa mtrnya lot,netral
lumayan,netral
ada aplikasi sangat bantu jika ada kondisi daruratmagerandll,positif
baru coba,netral
sangat well done,netral
sangat bantu sangat manfaat sekali,positif
mantap,positif
good service,netral
susah cari driver,netral
ok,netral
dapat driver gak mau ambil makan gak bisa cancel alhasil nunggu lama chat cs juga gak bisa,netral
ok bagus sangat bantu,positif
good job,netral
ok banget sih,netral
mantabb,netral
luar biasa bahagia senang saat perut lapar hehehe,netral
hai gojek kenapa tiap order makan chat jarang sekali driver balas sampai ganti driver waktu nya gak sebentarklo kayak gin customer bisa kabur semua hanya saran,netral
gopay plus nyh sangat bantu sangt trimakasih,positif
awal pakai aplikasi gojek pernah ganti aplikasi lain gojek selalu oke,netral
kadang susah pilih lokasi tuju seperti paksa pilih yg adapernah tuju atau yg gaptek,netral
sangat mudah,netral
x beli kuota gopulsa nya masuk,netral
mantap cepat,positif
otp masuk padahal mau beli paket update tu masalah otp,netral
ok,netral
rasa bantu dg jadi langgan gojek sering dapat voucher ringan tapi usul agar jaket gojek sering baru banyak yg sudah mbladus kasihan drivernya tq,positif
ok,netral
mantab,netral
cari driver terlalu lama menit order terima sampai tuju menit lokasi resto customer meter besok lgi timernya jam biar cs bisa tidur pules,positif
good service,netral
the best,netral
okaip app lancar ok sangat bantu terimakasih goto,positif
aplikasi curang pas topup saldo gopay langsung hilang entah mana,positif
baik,positif
ok,netral
jgn terlalu murah tarif kasihan driver ojol apalagi dgn potong berpa persen oleh gojek harus ada manusia jgn dar cari untung hasil keringat orang,netral
makin lama apk gojek makin mahal lebih murah shopie habis mau aku hapus guna,netral
sekarang kokisi pulsa app mytelkomsel bisa bayar otomatis pake gopaysetelah app gopay diupdatejuga gak bisa saldo lebih cukuptetap tdk terhubunglayar kode pin tdk muncultolong baik,positif
santuy ada gojek tunggu promonya hehehe,netral
ok trimakasih,netral
biaya kirim mahal,netral
aplikasi loadingnya lama banget gak muncul muncul fitur mart lambang ojek ada map aja ngebling ngebling,netral
mantap,positif
aplikasi yg sangat amat butuh,netral
bagus,positif
ok,netral
kalo lh males keluarpake aplikasi aja,netral
siiip,netral
telah diapdet malah bisa isi pulsa no lain lalu my telkomsel gopay,netral
oke,netral
telah update malah bisa pek gopay qris tolong baik,positif
bisa bayar pake gopay bisa login tulis gak dapat sinyal padahal sinyal normal gimana baik,positif
driver sangat amanah,netral
sangat membabntu aktivitas,netral
salah apa malah blokir,negatif
apk lumayan baguss sangat mudah guna,positif
pilih tepat transportasi dekat,netral
bagus,positif
ada utk segala butuh,netral
gojek makin ter puruk parah jelas,negatif
bantu,positif
kalo bisa gopayleter nya ilangin struk beli,netral
keren,netral
kenapa aplikasi terkonek ponsel,netral
tahun tahun pakai gojek sangat untung,netral
bantu jalan jadi lebih mudah,positif
good,netral
jemput sesuai nunggu lamakeren,netral
bagus terus maju selalu banyak promonya,positif
terimkaaih,netral
sanagr,netral
gaje ah sudah nunggu hari biar gopay pinjam nya bisa akses eh malah bisa kata nunggu x jam nyata jam lebih,netral
promo,netral
uang gopay pribadi transfer rekening pribadi malah suruh tunggu hari udah potong biaya admin pula makin aneh ni aplikasi kalau hari belum terima suruh komplain lagi kan gila,positif
mantap,positif
mantap bos,positif
aplikasi mantap terus tingkat update selalu aplikasi nya,positif
tingkat terus layan,netral
udah bagus tapi tolong kenapa tiap mau sen gojek selalu dapat padahal map banyak gojek sekitar harus tunggu lama malah dapet gojek mana makin kesini harga makin mahal buat aku ajar skrng,positif
mohon kondisi aplikasi min kenapa bisa driver jarak hingga menit titik jemput bisa dapat order urgent bisa sangat rugi tolong pantau min takut drivernya guna aplikasi bantu dapat konsumen sekalipun jarak mereka sangat jauh terima kasih,positif
kenapa skrng jadi app suka macet jadi ngga bisa buka,positif
selalu nada notif gak dapat sinyal padahal sinyal bagus,positif
top,positif
kondisi hujan order bisa dapat driver yg jauhmereka minta customer cancel lhaa salah kami apa yg ikut sistem mohon gojek lebih baik lagi posisi driver yg dekat yg dapat spot order customer,positif
dtg tepat waktu nyaman mas driver nya ramah,netral
tolong gojek benerx seleksi rekan driver utama driver yg lebih alam mahir guna teknologi atau aplikasi khusus nya map,netral
aplikasi kurang bagusuntuk tahu driver ja susah,positif
gojek tuh minus banget benar gofood aja susah banget loading sampe mampus pdhl kuota ada wifi ada ttp aja loading org mau makan keburu mati lapar trs jg ada mode hemat drivernya malah terima pke mode hemat skrng jg banyak jahat pke gojek nyulik org atau perkosa,positif
edit alamat konsumen msih sulit mudah applikasi,netral
kalo bisa paylater nya belum jatuh tempo bisa bayar bagi dulu trus kalo saldo gopay kurang go tagih bisa tambah sama gopaylateratau balik bisa dong utk paylater nya supaya bisa tranfer rekening saudara kampung terima kasih gojek moga sukses selalu sehat selalu salam sehat selalu semua,positif
cpat ramah bersih dn tepat,netral
gojek sangat bantu jalan,positif
ok,netral
neng dapat diskon byk,netral
great,netral
apa pula dah satu jam sampai sampai alas resto lagi ramai pas mau dacancel eh bisa mau apa mau makanya basi jalan gitu,netral
bagus,positif
senang pakek aplikasi,netral
terima kasih pak,positif
mantab,netral
sangat suka aplikasi,positif
promonya tolong tingkatin lagi tnx,netral
good,netral
keren,netral
aplikasi sangat bantu banget utama gofood nya,positif
bagus,positif
dapet promo bayar lebih murah,netral
sudah minggu bisa dipake loading lama banget udah update bahkan udah nyoba uninstal ujung gabisa login karna loading mulu,netral
semua jd serba mudah,netral
keren,netral
apaansih gabisa bayar lewat gopay malah dialihin playstore padahal sudah ada aplikasi pas buka lewat playstore malah bawa beranda gojek doang hadehhh kecewa banget bagai guna setia gojek,negatif
